"","Days to Ship Actual","Sales Forecast","Ship Status","Days to Ship Scheduled","Category","City","Country","Customer Name","Discount","Number of Records","Order Date","Order ID","Postal Code","Product Name","Profit","Quantity","Region","Sales","Segment","Ship Date","Ship Mode","State","Sub-Category"
"9392",3,"$12","Shipped Late",1,"Technology","Aurora","United States","Frank Hawley","20.00%",1,2017-02-03,"CA-2017-162474",60505,"PowerGen Dual USB Car Charger","$3",1,"Central","$8","Corporate","3/16/2017","First Class","Illinois","Phones"
"9393",0,"$872","Shipped On Time",0,"Furniture","Denver","United States","Deirdre Greer","20.00%",1,2015-02-10,"CA-2015-130848",80219,"Global Highback Leather Tilter in Burgundy","-$29",8,"West","$582","Corporate","10/25/2015","Same Day","Colorado","Chairs"
"9394",3,"$943","Shipped Late",1,"Technology","New York City","United States","Mitch Webber","0.00%",1,2014-02-09,"CA-2014-125997",10011,"Ooma Telo VoIP Home Phone System","$157",5,"East","$630","Consumer","9/23/2014","First Class","New York","Phones"
"9395",3,"$946","Shipped Late",1,"Furniture","New York City","United States","Mitch Webber","10.00%",1,2014-02-09,"CA-2014-125997",10011,"Global Leather Executive Chair","$140",2,"East","$632","Consumer","9/23/2014","First Class","New York","Chairs"
"9396",3,"$1,200","Shipped Late",1,"Furniture","New York City","United States","Mitch Webber","20.00%",1,2014-02-09,"CA-2014-125997",10011,"DMI Eclipse Executive Suite Bookcases","-$10",2,"East","$802","Consumer","9/23/2014","First Class","New York","Bookcases"
"9397",3,"$113","Shipped Late",1,"Office Supplies","New York City","United States","Mitch Webber","0.00%",1,2014-02-09,"CA-2014-125997",10011,"Avery 485","$35",6,"East","$75","Consumer","9/23/2014","First Class","New York","Labels"
"9398",3,"$46","Shipped Late",1,"Office Supplies","New York City","United States","Mitch Webber","0.00%",1,2014-02-09,"CA-2014-125997",10011,"Euro-Pro Shark Turbo Vacuum","$8",1,"East","$31","Consumer","9/23/2014","First Class","New York","Appliances"
"9399",3,"$2,022","Shipped Late",1,"Technology","New York City","United States","Mitch Webber","0.00%",1,2014-02-09,"CA-2014-125997",10011,"Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System","$661",9,"East","$1,350","Consumer","9/23/2014","First Class","New York","Phones"
"9400",4,"$21","Shipped Early",6,"Office Supplies","Arlington Heights","United States","Sung Chung","20.00%",1,2016-02-11,"CA-2016-103128",60004,"Newell 332","$1",6,"Central","$14","Consumer","11/15/2016","Standard Class","Illinois","Art"
"9401",5,"$47","Shipped Early",6,"Office Supplies","Newport News","United States","Bradley Drucker","0.00%",1,2015-02-09,"CA-2015-167696",23602,"Staple envelope","$15",4,"South","$31","Consumer","9/21/2015","Standard Class","Virginia","Envelopes"
"9402",4,"$6","Shipped Early",6,"Furniture","Tucson","United States","Liz Pelletier","20.00%",1,2014-02-06,"CA-2014-159814",85705,"Acrylic Self-Standing Desk Frames","$1",2,"West","$4","Consumer","6/28/2014","Standard Class","Arizona","Furnishings"
"9403",5,"$313","Shipped Late",3,"Furniture","New York City","United States","Nora Preis","40.00%",1,2016-02-08,"CA-2016-105459",10024,"Chromcraft Round Conference Tables","-$66",2,"East","$209","Consumer","8/17/2016","Second Class","New York","Tables"
"9404",5,"$2,383","Shipped Late",3,"Office Supplies","New York City","United States","Nora Preis","0.00%",1,2016-02-08,"CA-2016-105459",10024,"Tennsco 6- and 18-Compartment Lockers","$286",6,"East","$1,591","Consumer","8/17/2016","Second Class","New York","Storage"
"9405",4,"$12","Shipped Early",6,"Office Supplies","Philadelphia","United States","Dave Poirier","20.00%",1,2017-02-04,"CA-2017-141663",19134,"Translucent Push Pins by OIC","$2",5,"East","$8","Corporate","4/17/2017","Standard Class","Pennsylvania","Fasteners"
"9406",3,"$861","Shipped Late",1,"Technology","Chicago","United States","Rick Bensley","30.00%",1,2014-02-03,"CA-2014-152618",60653,"Hewlett-Packard Deskjet 6540 Color Inkjet Printer","$156",2,"Central","$575","Home Office","3/17/2014","First Class","Illinois","Machines"
"9407",3,"$13","Shipped Late",1,"Office Supplies","Chicago","United States","Rick Bensley","20.00%",1,2014-02-03,"CA-2014-152618",60653,"Xerox 1963","$3",2,"Central","$8","Home Office","3/17/2014","First Class","Illinois","Paper"
"9408",2,"$1,604","Shipped Early",3,"Technology","New York City","United States","Logan Currie","0.00%",1,2017-02-09,"CA-2017-162789",10035,"WD My Passport Ultra 2TB Portable External Hard Drive","$171",9,"East","$1,071","Consumer","9/24/2017","Second Class","New York","Accessories"
"9409",2,"$18","Shipped Early",3,"Furniture","New York City","United States","Logan Currie","0.00%",1,2017-02-09,"CA-2017-162789",10035,"Eldon 500 Class Desk Accessories","$4",1,"East","$12","Consumer","9/24/2017","Second Class","New York","Furnishings"
"9410",3,"$5","Shipped Late",1,"Office Supplies","Philadelphia","United States","William Brown","70.00%",1,2017-02-12,"US-2017-110149",19143,"Heavy-Duty E-Z-D Binders","-$3",1,"East","$3","Consumer","12/13/2017","First Class","Pennsylvania","Binders"
"9411",3,"$132","Shipped Late",1,"Furniture","Philadelphia","United States","William Brown","20.00%",1,2017-02-12,"US-2017-110149",19143,"Contract Clock, 14"", Brown","$15",5,"East","$88","Consumer","12/13/2017","First Class","Pennsylvania","Furnishings"
"9412",4,"$157","Shipped Late",3,"Office Supplies","Glendale","United States","Maya Herman","20.00%",1,2016-02-03,"CA-2016-108959",85301,"Mini 13-1/2 Capacity Data Binder Rack, Pearl","$7",1,"West","$105","Corporate","3/14/2016","Second Class","Arizona","Storage"
"9413",2,"$4,199","Shipped Late",1,"Furniture","Los Angeles","United States","Sean Christensen","20.00%",1,2015-02-01,"CA-2015-164777",90036,"HON 5400 Series Task Chairs for Big and Tall","$0",5,"West","$2,804","Consumer","1/29/2015","First Class","California","Chairs"
"9414",1,"$10","Shipped On Time",1,"Office Supplies","Houston","United States","Matt Hagelstein","80.00%",1,2016-02-09,"CA-2016-132017",77041,"GBC Recycled VeloBinder Covers","-$12",2,"Central","$7","Corporate","9/27/2016","First Class","Texas","Binders"
"9415",4,"$374","Shipped Early",6,"Technology","Seattle","United States","John Castell","20.00%",1,2015-02-10,"CA-2015-127824",98115,"Motorola L703CM","$16",2,"West","$250","Consumer","10/22/2015","Standard Class","Washington","Phones"
"9416",4,"$27","Shipped Early",6,"Office Supplies","Seattle","United States","John Castell","0.00%",1,2015-02-10,"CA-2015-127824",98115,"Xerox 1903","$9",3,"West","$18","Consumer","10/22/2015","Standard Class","Washington","Paper"
"9417",4,"$15","Shipped Early",6,"Furniture","Seattle","United States","John Castell","0.00%",1,2015-02-10,"CA-2015-127824",98115,"Eldon 100 Class Desk Accessories","$3",3,"West","$10","Consumer","10/22/2015","Standard Class","Washington","Furnishings"
"9418",5,"$16","Shipped Early",6,"Office Supplies","Fayetteville","United States","Ross DeVincentis","20.00%",1,2014-02-10,"CA-2014-148285",28314,"Xerox 2","$4",2,"South","$10","Home Office","41650","Standard Class","North Carolina","Paper"
"9419",5,"$18","Shipped Early",6,"Office Supplies","Fayetteville","United States","Ross DeVincentis","20.00%",1,2014-02-10,"CA-2014-148285",28314,"Easy-staple paper","$4",3,"South","$12","Home Office","41650","Standard Class","North Carolina","Paper"
"9420",2,"$23","Shipped Early",3,"Office Supplies","Houston","United States","Steve Chapman","80.00%",1,2017-02-10,"CA-2017-152926",77041,"Fellowes Superior 10 Outlet Split Surge Protector","-$39",2,"Central","$15","Corporate","42835","Second Class","Texas","Appliances"
"9421",2,"$33","Shipped Early",3,"Office Supplies","Houston","United States","Steve Chapman","80.00%",1,2017-02-10,"CA-2017-152926",77041,"Acco 6 Outlet Guardian Premium Plus Surge Suppressor","-$56",6,"Central","$22","Corporate","42835","Second Class","Texas","Appliances"
"9422",4,"$906","Shipped Early",6,"Technology","San Francisco","United States","Nick Crebassa","20.00%",1,2014-02-07,"CA-2014-145254",94122,"VTech DS6151","$60",6,"West","$605","Corporate","7/27/2014","Standard Class","California","Phones"
"9423",4,"$61","Shipped Early",6,"Office Supplies","San Francisco","United States","Nick Crebassa","0.00%",1,2014-02-07,"CA-2014-145254",94122,"Acme Softgrip Scissors","$12",5,"West","$41","Corporate","7/27/2014","Standard Class","California","Supplies"
"9424",4,"$453","Shipped Early",6,"Technology","San Francisco","United States","Nick Crebassa","20.00%",1,2014-02-07,"CA-2014-145254",94122,"AT&T CL2909","$38",3,"West","$302","Corporate","7/27/2014","Standard Class","California","Phones"
"9425",4,"$67","Shipped Early",6,"Technology","San Francisco","United States","Nick Crebassa","0.00%",1,2014-02-07,"CA-2014-145254",94122,"Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive","$5",3,"West","$45","Corporate","7/27/2014","Standard Class","California","Accessories"
"9426",5,"$5,669","Shipped Late",3,"Furniture","New York City","United States","Luke Weiss","10.00%",1,2014-02-09,"CA-2014-116246",10035,"HON 5400 Series Task Chairs for Big and Tall","$421",6,"East","$3,785","Consumer","9/17/2014","Second Class","New York","Chairs"
"9427",5,"$53","Shipped Early",6,"Office Supplies","Seattle","United States","Angele Hood","0.00%",1,2016-02-09,"CA-2016-160479",98105,"SANFORD Major Accent Highlighters","$13",5,"West","$35","Consumer","9/20/2016","Standard Class","Washington","Art"
"9428",4,"$299","Shipped Early",6,"Furniture","Buffalo","United States","Jack O'Briant","0.00%",1,2014-02-11,"CA-2014-167486",14215,"Eldon Radial Chair Mat for Low to Medium Pile Carpets","$40",5,"East","$200","Corporate","41651","Standard Class","New York","Furnishings"
"9429",5,"$1,817","Shipped Early",6,"Furniture","Huntsville","United States","Victoria Wilson","30.00%",1,2014-02-05,"CA-2014-152100",77340,"Hon Multipurpose Stacking Arm Chairs","-$69",8,"Central","$1,213","Corporate","5/16/2014","Standard Class","Texas","Chairs"
"9430",4,"$1,647","Shipped Early",6,"Technology","Dallas","United States","Ben Peterman","20.00%",1,2015-02-08,"CA-2015-166219",75081,"Mitel MiVoice 5330e IP Phone","$82",5,"Central","$1,100","Corporate","42013","Standard Class","Texas","Phones"
"9431",4,"$155","Shipped Early",6,"Furniture","Dallas","United States","Ben Peterman","30.00%",1,2015-02-08,"CA-2015-166219",75081,"Hon 2111 Invitation Series Straight Table","-$16",1,"Central","$103","Corporate","42013","Standard Class","Texas","Tables"
"9432",0,"$9","Shipped On Time",0,"Office Supplies","Philadelphia","United States","Paul Prost","20.00%",1,2015-02-06,"CA-2015-111864",19134,"Self-Adhesive Address Labels for Typewriters with Dispenser Box","$2",2,"East","$6","Home Office","6/19/2015","Same Day","Pennsylvania","Labels"
"9433",6,"$45","Shipped On Time",6,"Technology","Peoria","United States","Steven Cartwright","20.00%",1,2015-02-08,"CA-2015-119627",85345,"Imation Clip USB flash drive - 8 GB","-$5",2,"West","$30","Consumer","8/23/2015","Standard Class","Arizona","Accessories"
"9434",6,"$54","Shipped On Time",6,"Office Supplies","Peoria","United States","Steven Cartwright","20.00%",1,2015-02-08,"CA-2015-119627",85345,"Xerox 21","$13",7,"West","$36","Consumer","8/23/2015","Standard Class","Arizona","Paper"
"9435",6,"$15","Shipped On Time",6,"Office Supplies","Peoria","United States","Steven Cartwright","20.00%",1,2015-02-08,"CA-2015-119627",85345,"Newell 336","$1",3,"West","$10","Consumer","8/23/2015","Standard Class","Arizona","Art"
"9436",6,"$379","Shipped On Time",6,"Technology","Peoria","United States","Steven Cartwright","20.00%",1,2015-02-08,"CA-2015-119627",85345,"First Data FD10 PIN Pad","-$32",4,"West","$253","Consumer","8/23/2015","Standard Class","Arizona","Accessories"
"9437",0,"$4","Shipped On Time",0,"Office Supplies","Philadelphia","United States","Bryan Mills","70.00%",1,2015-02-09,"CA-2015-160787",19143,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue","-$2",2,"East","$3","Consumer","9/25/2015","Same Day","Pennsylvania","Binders"
"9438",5,"$19","Shipped Early",6,"Office Supplies","Oceanside","United States","Carlos Daly","0.00%",1,2017-02-05,"CA-2017-107853",92054,"Xerox 201","$6",2,"West","$13","Consumer","5/31/2017","Standard Class","California","Paper"
"9439",5,"$428","Shipped Early",6,"Technology","Philadelphia","United States","Greg Matthias","40.00%",1,2017-02-07,"CA-2017-126144",19134,"Polycom SoundPoint Pro SE-225 Corded phone","-$57",4,"East","$286","Consumer","42863","Standard Class","Pennsylvania","Phones"
"9440",5,"$33","Shipped Early",6,"Office Supplies","Chicago","United States","Barry Pond","20.00%",1,2014-02-10,"US-2014-154655",60623,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L","$3",2,"Central","$22","Corporate","10/17/2014","Standard Class","Illinois","Supplies"
"9441",4,"$22","Shipped Early",6,"Office Supplies","New York City","United States","Barry Weirich","0.00%",1,2014-02-05,"CA-2014-100391",10035,"Strathmore Photo Frame Cards","$7",2,"East","$15","Consumer","5/29/2014","Standard Class","New York","Paper"
"9442",2,"$72","Shipped Early",3,"Office Supplies","Kent","United States","Ricardo Emerson","20.00%",1,2014-02-12,"CA-2014-165477",44240,"Acco 6 Outlet Guardian Standard Surge Suppressor","$6",5,"East","$48","Consumer","12/31/2014","Second Class","Ohio","Appliances"
"9443",4,"$24","Shipped Early",6,"Office Supplies","Jacksonville","United States","Hallie Redmond","20.00%",1,2017-02-04,"CA-2017-165904",32216,"50 Colored Long Pencils","$1",2,"South","$16","Home Office","43043","Standard Class","Florida","Art"
"9444",4,"$328","Shipped Early",6,"Technology","Jacksonville","United States","Hallie Redmond","20.00%",1,2017-02-04,"CA-2017-165904",32216,"AT&T 1080 Corded phone","$19",2,"South","$219","Home Office","43043","Standard Class","Florida","Phones"
"9445",1,"$144","Shipped On Time",1,"Technology","Coppell","United States","Tracy Poddar","20.00%",1,2015-02-03,"CA-2015-104052",75019,"Jackery Bar Premium Fast-charging Portable Charger","$35",4,"Central","$96","Corporate","42038","First Class","Texas","Phones"
"9446",5,"$19","Shipped Early",6,"Office Supplies","Indianapolis","United States","Karl Braun","0.00%",1,2015-02-05,"CA-2015-168277",46203,"Avery 476","$6",3,"Central","$12","Consumer","42069","Standard Class","Indiana","Labels"
"9447",6,"$54","Shipped On Time",6,"Office Supplies","Lawrence","United States","Anna Chung","0.00%",1,2016-02-09,"CA-2016-158617",46226,"Xerox 1895","$16",6,"Central","$36","Consumer","9/28/2016","Standard Class","Indiana","Paper"
"9448",7,"$715","Shipped Late",6,"Furniture","Tulsa","United States","Duane Noonan","0.00%",1,2017-02-05,"CA-2017-136882",74133,"Electrix Architect's Clamp-On Swing Arm Lamp, Black","$138",5,"Central","$477","Consumer","42800","Standard Class","Oklahoma","Furnishings"
"9449",6,"$18","Shipped On Time",6,"Office Supplies","Redmond","United States","Chuck Clark","0.00%",1,2016-02-09,"US-2016-148957",98052,"Avery 481","$6",4,"West","$12","Home Office","9/23/2016","Standard Class","Washington","Labels"
"9450",5,"$13","Shipped Early",6,"Office Supplies","San Francisco","United States","Toby Swindell","20.00%",1,2014-02-09,"CA-2014-140032",94109,"Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2"" X 11""","$3",2,"West","$9","Consumer","9/13/2014","Standard Class","California","Binders"
"9451",4,"$204","Shipped Early",6,"Office Supplies","Spokane","United States","Meg O'Connel","0.00%",1,2017-02-06,"CA-2017-145506",99207,"Eldon Gobal File Keepers","$5",9,"West","$136","Home Office","42922","Standard Class","Washington","Storage"
"9452",7,"$279","Shipped Late",6,"Office Supplies","Los Angeles","United States","Roy Phan","0.00%",1,2015-02-09,"CA-2015-129546",90032,"Acco Smartsocket Table Surge Protector, 6 Color-Coded Adapter Outlets","$56",3,"West","$186","Corporate","42134","Standard Class","California","Appliances"
"9453",7,"$122","Shipped Late",6,"Office Supplies","Los Angeles","United States","Roy Phan","20.00%",1,2015-02-09,"CA-2015-129546",90032,"GBC Recycled VeloBinder Covers","$27",6,"West","$82","Corporate","42134","Standard Class","California","Binders"
"9454",7,"$71","Shipped Late",6,"Office Supplies","Los Angeles","United States","Roy Phan","0.00%",1,2015-02-09,"CA-2015-129546",90032,"Acme Galleria Hot Forged Steel Scissors with Colored Handles","$14",3,"West","$47","Corporate","42134","Standard Class","California","Supplies"
"9455",7,"$55","Shipped Late",6,"Technology","Los Angeles","United States","Roy Phan","20.00%",1,2015-02-09,"CA-2015-129546",90032,"Motorola HK250 Universal Bluetooth Headset","-$8",2,"West","$37","Corporate","42134","Standard Class","California","Phones"
"9456",3,"$137","Shipped On Time",3,"Technology","Chattanooga","United States","James Lanier","50.00%",1,2016-02-06,"CA-2016-140977",37421,"Penpower WorldCard Pro Card Scanner","-$2",1,"South","$91","Home Office","6/19/2016","Second Class","Tennessee","Machines"
"9457",7,"$41","Shipped Late",6,"Technology","Greensboro","United States","Bart Watters","20.00%",1,2017-02-05,"CA-2017-151855",27405,"Sony 8GB Class 10 Micro SDHC R40 Memory Card","$0",3,"South","$27","Corporate","42800","Standard Class","North Carolina","Accessories"
"9458",7,"$18","Shipped Late",6,"Office Supplies","Greensboro","United States","Bart Watters","70.00%",1,2017-02-05,"CA-2017-151855",27405,"Fellowes Twister Kit, Gray/Clear, 3/pkg","-$10",5,"South","$12","Corporate","42800","Standard Class","North Carolina","Binders"
"9459",5,"$217","Shipped Early",6,"Office Supplies","San Francisco","United States","Shirley Jackson","0.00%",1,2014-02-10,"CA-2014-138240",94122,"Boston Heavy-Duty Trimline Electric Pencil Sharpeners","$42",3,"West","$145","Consumer","10/14/2014","Standard Class","California","Art"
"9460",5,"$24","Shipped Early",6,"Technology","San Francisco","United States","Shirley Jackson","20.00%",1,2014-02-10,"CA-2014-138240",94122,"iOttie HLCRIO102 Car Mount","-$3",1,"West","$16","Consumer","10/14/2014","Standard Class","California","Phones"
"9461",5,"$52","Shipped Late",3,"Office Supplies","New York City","United States","Frank Gastineau","0.00%",1,2014-02-11,"CA-2014-101833",10024,"Southworth 100% Cotton The Best Paper","$17",3,"East","$34","Home Office","11/22/2014","Second Class","New York","Paper"
"9462",5,"$482","Shipped Early",6,"Technology","Lakewood","United States","Eugene Hildebrand","20.00%",1,2014-02-10,"CA-2014-100867",90712,"RCA Visys Integrated PBX 8-Line Router","$20",6,"West","$322","Home Office","10/24/2014","Standard Class","California","Phones"
"9463",5,"$1,051","Shipped Late",3,"Furniture","Louisville","United States","Brendan Sweed","0.00%",1,2017-02-11,"US-2017-109610",40214,"Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat","$168",2,"South","$702","Corporate","11/30/2017","Second Class","Kentucky","Chairs"
"9464",4,"$29","Shipped Late",1,"Office Supplies","Columbus","United States","Joy Smith","20.00%",1,2014-02-02,"CA-2014-156545",43229,"Zebra Zazzle Fluorescent Highlighters","$3",4,"East","$19","Consumer","41701","First Class","Ohio","Art"
"9465",4,"$26","Shipped Early",6,"Office Supplies","Newark","United States","John Castell","0.00%",1,2014-02-12,"CA-2014-109127",19711,"Avery 492","$8",6,"East","$17","Consumer","12/25/2014","Standard Class","Delaware","Labels"
"9466",4,"$48","Shipped Early",6,"Furniture","Seattle","United States","Janet Molinari","0.00%",1,2016-02-11,"CA-2016-126858",98115,"Tenex Chairmats For Use With Carpeted Floors","$2",2,"West","$32","Corporate","11/23/2016","Standard Class","Washington","Furnishings"
"9467",5,"$247","Shipped Late",3,"Office Supplies","New York City","United States","Christina DeMoss","20.00%",1,2017-02-11,"CA-2017-102925",10024,"GBC Prestige Therm-A-Bind Covers","$56",6,"East","$165","Consumer","43019","Second Class","New York","Binders"
"9468",5,"$249","Shipped Late",3,"Furniture","New York City","United States","Christina DeMoss","40.00%",1,2017-02-11,"CA-2017-102925",10024,"Balt Split Level Computer Training Table","-$67",2,"East","$167","Consumer","43019","Second Class","New York","Tables"
"9469",5,"$19","Shipped Late",3,"Office Supplies","New York City","United States","Christina DeMoss","0.00%",1,2017-02-11,"CA-2017-102925",10024,"Xerox 202","$6",2,"East","$13","Consumer","43019","Second Class","New York","Paper"
"9470",5,"$166","Shipped Late",3,"Office Supplies","New York City","United States","Christina DeMoss","0.00%",1,2017-02-11,"CA-2017-102925",10024,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box","$53",2,"East","$111","Consumer","43019","Second Class","New York","Paper"
"9471",5,"$150","Shipped Late",3,"Technology","New York City","United States","Christina DeMoss","0.00%",1,2017-02-11,"CA-2017-102925",10024,"Anker Astro 15000mAh USB Portable Charger","$4",2,"East","$100","Consumer","43019","Second Class","New York","Phones"
"9472",5,"$17","Shipped Late",3,"Office Supplies","New York City","United States","Christina DeMoss","20.00%",1,2017-02-11,"CA-2017-102925",10024,"Avery Premier Heavy-Duty Binder with Round Locking Rings","$4",1,"East","$11","Consumer","43019","Second Class","New York","Binders"
"9473",5,"$192","Shipped Late",3,"Furniture","New York City","United States","Christina DeMoss","10.00%",1,2017-02-11,"CA-2017-102925",10024,"Harbour Creations 67200 Series Stacking Chairs","$24",2,"East","$128","Consumer","43019","Second Class","New York","Chairs"
"9474",5,"$152","Shipped Late",3,"Furniture","New York City","United States","Christina DeMoss","0.00%",1,2017-02-11,"CA-2017-102925",10024,"Career Cubicle Clock, 8 1/4"", Black","$39",5,"East","$101","Consumer","43019","Second Class","New York","Furnishings"
"9475",5,"$9","Shipped Late",3,"Office Supplies","Chicago","United States","Janet Molinari","20.00%",1,2015-02-05,"CA-2015-100818",60653,"Avery 501","$2",2,"Central","$6","Corporate","42130","Second Class","Illinois","Labels"
"9476",5,"$260","Shipped Late",3,"Office Supplies","Chicago","United States","Janet Molinari","20.00%",1,2015-02-05,"CA-2015-100818",60653,"Xerox 1988","$54",7,"Central","$173","Corporate","42130","Second Class","Illinois","Paper"
"9477",5,"$77","Shipped Late",3,"Furniture","Chicago","United States","Janet Molinari","60.00%",1,2015-02-05,"CA-2015-100818",60653,"Tenex Traditional Chairmats for Hard Floors, Average Lip, 36"" x 48""","-$62",2,"Central","$52","Corporate","42130","Second Class","Illinois","Furnishings"
"9478",5,"$5","Shipped Late",3,"Office Supplies","Chicago","United States","Janet Molinari","80.00%",1,2015-02-05,"CA-2015-100818",60653,"Storex Dura Pro Binders","-$6",3,"Central","$4","Corporate","42130","Second Class","Illinois","Binders"
"9479",7,"$20","Shipped Late",6,"Office Supplies","Oswego","United States","Shahid Shariari","20.00%",1,2014-02-09,"CA-2014-126193",60543,"Acco Hot Clips Clips to Go","$4",5,"Central","$13","Consumer","9/14/2014","Standard Class","Illinois","Fasteners"
"9480",7,"$6","Shipped Late",6,"Office Supplies","Oswego","United States","Shahid Shariari","80.00%",1,2014-02-09,"CA-2014-126193",60543,"Avery Heavy-Duty EZD View Binder with Locking Rings","-$7",3,"Central","$4","Consumer","9/14/2014","Standard Class","Illinois","Binders"
"9481",7,"$457","Shipped Late",6,"Office Supplies","Oswego","United States","Shahid Shariari","80.00%",1,2014-02-09,"CA-2014-126193",60543,"Ibico Hi-Tech Manual Binding System","-$534",5,"Central","$305","Consumer","9/14/2014","Standard Class","Illinois","Binders"
"9482",6,"$27","Shipped On Time",6,"Office Supplies","Dallas","United States","Harry Greene","20.00%",1,2017-02-11,"CA-2017-150504",75220,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h","$2",2,"Central","$18","Consumer","43080","Standard Class","Texas","Storage"
"9483",4,"$479","Shipped Late",3,"Technology","Philadelphia","United States","Becky Castell","20.00%",1,2015-02-06,"CA-2015-158351",19134,"Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset","$92",2,"East","$320","Home Office","6/24/2015","Second Class","Pennsylvania","Accessories"
"9484",6,"$29","Shipped On Time",6,"Office Supplies","Los Angeles","United States","Alejandro Ballentine","0.00%",1,2014-02-07,"CA-2014-122679",90008,"Crayola Colored Pencils","$6",6,"West","$20","Home Office","7/28/2014","Standard Class","California","Art"
"9485",2,"$1,171","Shipped Early",3,"Furniture","Houston","United States","Muhammed Yedwab","32.00%",1,2016-02-12,"CA-2016-164770",77036,"Sauder Camden County Collection Library","-$138",10,"Central","$782","Corporate","42472","Second Class","Texas","Bookcases"
"9486",2,"$46","Shipped Early",3,"Office Supplies","Houston","United States","Muhammed Yedwab","20.00%",1,2016-02-12,"CA-2016-164770",77036,"Xerox 1962","$10",9,"Central","$31","Corporate","42472","Second Class","Texas","Paper"
"9487",0,"$1,008","Shipped On Time",0,"Furniture","Wheeling","United States","Natalie Fritzler","30.00%",1,2017-02-10,"CA-2017-130505",26003,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table","-$77",3,"East","$673","Consumer","43079","Same Day","West Virginia","Tables"
"9488",2,"$10","Shipped Late",1,"Office Supplies","Paterson","United States","Nona Balk","0.00%",1,2017-02-12,"US-2017-125213",7501,"Stockwell Push Pins","$2",3,"East","$7","Corporate","12/13/2017","First Class","New Jersey","Fasteners"
"9489",3,"$858","Shipped Late",1,"Technology","Portland","United States","Eric Murdock","20.00%",1,2015-02-10,"CA-2015-156566",97206,"Wilson Electronics DB Pro Signal Booster","$50",2,"West","$573","Consumer","42104","First Class","Oregon","Phones"
"9490",6,"$295","Shipped On Time",6,"Office Supplies","Huntsville","United States","Maureen Fritzler","0.00%",1,2016-02-08,"US-2016-102232",35810,"Boston Model 1800 Electric Pencil Sharpener, Gray","$59",7,"South","$197","Corporate","42682","Standard Class","Alabama","Art"
"9491",4,"$3,029","Shipped Early",6,"Office Supplies","San Francisco","United States","Christopher Martinez","20.00%",1,2017-02-01,"CA-2017-111738",94110,"GBC ProClick 150 Presentation Binding System","$683",8,"West","$2,022","Consumer","42917","Standard Class","California","Binders"
"9492",4,"$14","Shipped Early",6,"Office Supplies","San Francisco","United States","Christopher Martinez","0.00%",1,2017-02-01,"CA-2017-111738",94110,"Manco Dry-Lighter Erasable Highlighter","$3",3,"West","$9","Consumer","42917","Standard Class","California","Art"
"9493",0,"$57","Shipped On Time",0,"Office Supplies","Oklahoma City","United States","Erin Creighton","0.00%",1,2017-02-11,"CA-2017-163188",73120,"Storex DuraTech Recycled Plastic Frosted Binders","$19",9,"Central","$38","Consumer","42927","Same Day","Oklahoma","Binders"
"9494",5,"$2,385","Shipped Early",6,"Furniture","Broken Arrow","United States","Bill Overfelt","0.00%",1,2016-02-01,"CA-2016-105207",74012,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal","$350",7,"Central","$1,593","Corporate","42583","Standard Class","Oklahoma","Tables"
"9495",5,"$18","Shipped Early",6,"Office Supplies","Broken Arrow","United States","Bill Overfelt","0.00%",1,2016-02-01,"CA-2016-105207",74012,"Storex Dura Pro Binders","$5",2,"Central","$12","Corporate","42583","Standard Class","Oklahoma","Binders"
"9496",4,"$180","Shipped Early",6,"Technology","Mission Viejo","United States","Vivian Mathis","0.00%",1,2016-02-05,"US-2016-123610",92691,"Memorex Mini Travel Drive 32 GB USB 2.0 Flash Drive","$47",6,"West","$120","Consumer","5/16/2016","Standard Class","California","Accessories"
"9497",4,"$13","Shipped Early",6,"Office Supplies","Mission Viejo","United States","Vivian Mathis","0.00%",1,2016-02-05,"US-2016-123610",92691,"Staple holder","$2",1,"West","$9","Consumer","5/16/2016","Standard Class","California","Appliances"
"9498",2,"$7","Shipped Late",1,"Office Supplies","Greenwood","United States","Adam Bellavance","0.00%",1,2017-02-11,"CA-2017-118213",46142,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled","$2",1,"Central","$4","Home Office","42927","First Class","Indiana","Paper"
"9499",2,"$252","Shipped Late",1,"Office Supplies","Greenwood","United States","Adam Bellavance","0.00%",1,2017-02-11,"CA-2017-118213",46142,"Easy-staple paper","$82",3,"Central","$168","Home Office","42927","First Class","Indiana","Paper"
